winter,medium,medium,9.1,11.6,31.091,246.364,55,284,88.255,0,36.6,4.1,0,1.2,16.7,6.1
spring,medium,medium,9,6.9,28.333,76.667,102.333,277.33301,110.456,0,16.4,10.1,0,0,0,6.6
summer,medium,medium,8.3,10,30.125,102.5,75.875,177.625,50.225,1.5,32.8,1,4.1,0,15.8,2.4
winter,medium,high__,8.5,10.1,10.936,236,34.636,72.9,11.1,4.2,0,1.4,1.9,16.2,0,1.4
spring,medium,high__,8.3,7.7,10.078,103.333,48.667,82.444,2,4.1,0,25.3,2.1,8,0,18.6
summer,medium,high__,7.3,10.5,11.088,92.375,48.625,66.75,3.3,1.2,0,2.3,0,44.4,7.5,1.9
winter,medium,medium,7.9,9.8,194.75,23,173.75,15.3,0,0,1,0,9,64.6,0,
spring,medium,medium,7.9,8.3,391.5,380,173,317,5.5,2.4,1.7,4.2,8.3,1.7,0,2.4
autumn,medium,medium,8,11.9,130.67,196,75,84,4.5,7.8,8.7,2.1,0,14.9,22.9,2.4
spring,medium,medium,8,9.2,39,120,187,213,2,10.3,26.5,6.1,0,5.6,1.5,2.2
autumn,medium,medium,8.1,11.7,35.66,46.5,49,88.5,2.5,1.5,72.6,0,0,3.4,6.8,3.4
winter,medium,low___,8.43,9.9,37.6,124,32.5,115,11.7,9.2,2.9,2,1.3,2.5,0,0
summer,medium,low___,8.1,6.2,39,112.857,60,98.143,2,28.1,0,0,4,1.2,0,0
winter,medium,medium,7.9,11.2,49.9,505,67.5,143.75,5.45,2.1,2.6,0,0,15,15.7,0
summer,medium,medium,8.1,6.2,51.113,175,132.5,197.14301,6.4,1.4,15.7,1.4,0,3.5,0,1.6
spring,medium,high__,7.8,9.5,8.3,34,16.8,35.2,1,19,0,22,5,1.1,5.4,0
autumn,medium,high__,7.9,10.5,10.207,132.25,10.583,23.485,2,42.5,0,2.2,1,0,0,0
winter,medium,low___,8,4.5,79.077,920,70,200.231,19.4,2.5,1.4,1.4,6.2,4.1,1.8,3.9
spring,medium,low___,7.6,6.3,81.333,196.66701,77.333,147.83299,3,4.4,11.2,6.8,0,1,0,31.6
autumn,medium,low___,7.8,6.5,64.093,47.5,276,8.1,6.5,4.1,0,7.7,9.9,18.2,7,
winter,medium,high__,8.22,8.1,41.25,172.5,46.667,123.333,30.4,39.7,12.7,0,1.1,2.7,0,1.6
autumn,medium,high__,8.3,9.9,40.226,235,33.8,75.207,23.8,32.8,28,2,3.5,1,0,1.5
winter,medium,high__,8.47,9,46.167,84.667,48,116.2,7.3,12.2,16,1,1.4,1.9,1.2,0
spring,medium,high__,8.4,4.9,47,91.833,109,188.66701,32,1.9,25.4,21.7,0,0,1,0
autumn,medium,high__,8.87,11,41.163,54.75,39,72.696,22.7,0,5.6,1.2,0,8,2.7,0
summer,medium,high__,7.7,4.4,53,90,22.2,116.2,16,0,0,0,1.2,5.7,32.1,0
autumn,medium,high__,7.3,11.8,44.205,44,34,53.1,2.2,0,0,1.2,5.9,77.6,0,
spring,medium,medium,7.9,6,127.833,176.66701,27.5,76.333,2.1,3.4,21.5,14,1.8,3.9,0,0
autumn,medium,medium,7.8,10.53,100.83,486.5,24,58.374,27.5,2.8,1.9,0,1.2,19,4.5,0
spring,large_,low___,7.8,3.2,94,175.66701,361,28.567,24.8,10.4,0,6.9,0,0,2.7,
summer,large_,low___,7.6,4.9,69,234.5,236,22.5,32.5,12,0,5,0,0,1.9,
spring,large_,low___,8.6,3.6,50,134,54.1,125.8,26.8,0,28,0,0,0,0,15.1
autumn,large_,low___,8.4,10.6,19.22,96.833,20.667,54.916,20.6,0,11.3,1.8,0,2.5,0,1.4
winter,large_,low___,8.3,11.5,26,62.5,30.75,75.333,34.75,0,20.1,0,0,0,0,0
spring,large_,low___,9,5.8,,142,102,186,68.05,1.7,20.6,1.5,2.2,0,0,0
spring,large_,low___,9.5,5.7,44,146.66701,151.33299,252.5,93.683,12.3,21.7,3.9,0,0,0,3.9
summer,large_,low___,8.8,8.8,43,103.333,180.66701,269.66699,92.667,7.2,28.2,0,0,0,0,3.3
autumn,large_,low___,8.84,12.9,43.09,52.2,8.6,46.438,81.54,3.4,21.5,0,0,0,0,2.7
winter,large_,high__,7.3,9.9,16,101.667,14.667,85,2,0,0,0,2.4,0,17.8,3.6
autumn,large_,high__,7.4,10.68,22.35,244.60001,66.4,171.272,3.8,1.1,0,1.4,0,6.6,42.1,5.2
spring,large_,low___,9.1,4.3,82.857,137.27299,102.364,232.89999,54.367,0,6,2.9,0,0,0,2.9
autumn,large_,low___,8.53,11.1,63.292,227.60001,84.3,146.452,21.22,1.4,14.7,2.5,0,0,0,2
winter,large_,low___,8.56,8.7,43.97,643,221.89999,246.66701,14.7,12.5,2.1,0,1.2,6.4,4.5,1.7
autumn,large_,low___,8.06,8.3,38.902,627.27301,205.636,219.909,6.209,0,0,0,0,8.6,52.5,0
winter,large_,medium,8.24,6.1,95.367,236.39999,272.22198,20.578,2.5,13.2,0,2,7.4,17.2,0,
summer,large_,medium,7.91,6.2,151.83299,346.16699,388.16699,5.083,1.7,12,4.9,2.7,0,5.9,1.7,
winter,large_,medium,8.21,9.3,104.818,124.364,82.222,167.89999,5.609,1.4,4.6,10.8,2.2,5.5,42.4,0
spring,large_,medium,8.5,7.3,71.444,66.667,64.389,137.778,9.384,0,3.8,16,4,0,0,3.3
spring,large_,medium,8.6,10.6,208.364,197.909,87.333,194.10001,27.618,0,1.2,0,0,11.3,11.5,0
winter,large_,medium,9.06,6.35,187.183,54.778,159.16701,221.278,20.8,0,21.1,3.7,0,0,0,1.9
autumn,large_,high__,8.7,10.7,4.545,32.727,16,21.3,1.1,39.7,0,12.9,0,0,0,0
spring,large_,high__,8.1,10.7,3.5,12.5,12.75,11,0.6,37.3,9.7,13.6,0,2.2,0,1.2
summer,large_,high__,8.4,10.29,5.326,53.846,7.667,14.354,0.8,52.4,7.5,9.4,0,1.4,1.9,0
spring,large_,medium,8.6,10.1,2.111,11.111,3.222,7,1.3,48.3,2,0,0,0,0,0
summer,large_,medium,8.2,9.5,2.2,10,3.8,6.2,0.8,50.4,3.8,0,0,0,0,0
winter,large_,medium,8.5,10.5,2.75,10.5,4,7.654,4,56.8,5,0,0,0,0,0
summer,large_,medium,8.3,10,3.86,32,6,16,2.86,17.3,6.7,19.7,0,0,0,0
winter,large_,high__,8,10.9,9.055,40,21.083,56.091,,16.8,19.6,4,0,0,0,0
summer,large_,high__,8.1,10.2,7.613,32.5,26.625,52.875,2,18.1,1.7,2,0,1.7,5.9,0
winter,large_,low___,8.7,10.8,39.109,161.81799,104.727,228.364,46.075,1.1,3.9,2.1,0,3.9,4.6,2.3
winter,large_,low___,8.7,11.7,22.455,88.182,41.3,85.4,17.491,0,4.7,0,0,2.6,2.6,0
summer,large_,low___,8.4,8.2,23.25,43.75,51.125,87.125,14.775,0,12,1.7,0,2.7,0,0
autumn,large_,low___,8.55,11,22.32,82.1,45.9,101.455,18.33,1.7,7,1.2,0,4.8,3.1,0
spring,large_,medium,8.5,7.6,12.778,17.778,50.889,127,24.556,0,0,10.2,1.7,1.2,0,5.5
autumn,large_,medium,8.7,11.4,15.541,103,34.5,81.558,5.62,7.6,0,1.2,0,15.9,31.8,5.9
winter,large_,medium,8.4,10.5,12.182,65.455,19.727,50.455,8.155,2.9,4.6,1,0,6.6,16.6,0
spring,large_,medium,8.2,8.2,7.333,37.778,19.111,120.889,5.111,2.2,12.7,8.8,0,0,0,1.2
autumn,large_,medium,8.58,11.1,23.825,72.6,51.111,91.111,22.9,3.8,22,2.9,0,3.1,5.5,0
summer,large_,medium,8.5,7.9,12.444,96.667,19.111,61.444,6.167,18.9,13.2,5,0,6.1,0,0
autumn,large_,medium,8.4,8.4,17.375,83.75,53.625,79.75,2.338,12.7,21.7,5.6,0,1,0,0
spring,large_,medium,8.3,10.6,14.32,125.333,35.333,75.904,4.667,18,7,1.7,0,4.8,10.3,1
autumn,large_,medium,8.2,7,139.989,60.11,78.333,140.22,31.738,0,15.9,2.4,1,0,0,0
winter,large_,medium,8,7.6,,,,,,0,12.5,3.7,1,0,0,4.9
summer,large_,medium,8.5,6.7,82.852,27.069,64,140.517,18.3,2.4,10.5,9,7.8,0,0,5.8
